Date : 2024-06-25 14:25:31
Directory : c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds
Total : 770 files,  43166 codes, 2759 comments, 10808 blanks, all 56733 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Actions\Jobs\BootActions.lua                                                                                  | Lua          |         40 |          0 |         15 |         55 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Actions\Jobs\BootCooldowns.lua                                                                                | Lua          |         21 |          0 |         10 |         31 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Actions\Modules\HandleResponsesMelee.lua                                                                      | Lua          |         37 |          0 |         12 |         49 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Actions\Modules\HandleResponsesRanged.lua                                                                     | Lua          |         30 |          0 |         11 |         41 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\ApplyKnockback.lua                                                                              | Lua          |         23 |          0 |          1 |         24 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\ApplyKnockbackServer.lua                                                                        | Lua          |         29 |          0 |          9 |         38 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\SetAscensionBar.lua                                                                             | Lua          |         18 |          0 |          1 |         19 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\SetAscensionBarServer.lua                                                                       | Lua          |         18 |          0 |          8 |         26 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\SetStatusEffect.lua                                                                             | Lua          |         23 |          0 |          1 |         24 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\SetStatusEffectServer.lua                                                                       | Lua          |         28 |          0 |          8 |         36 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\ascend.lua                                                                                      | Lua          |          7 |          0 |          1 |          8 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\ascendServer.lua                                                                                | Lua          |         17 |          0 |          8 |         25 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\descend.lua                                                                                     | Lua          |          7 |          0 |          1 |          8 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\descendServer.lua                                                                               | Lua          |         16 |          0 |          8 |         24 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\maxAscend.lua                                                                                   | Lua          |          7 |          0 |          1 |          8 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Commands\maxAscendServer.lua                                                                             | Lua          |         16 |          0 |          8 |         24 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Hooks\BeforeRun.lua                                                                                      | Lua          |          4 |          7 |          1 |         12 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Jobs\InitializeCmdr.lua                                                                                  | Lua          |          9 |          1 |          6 |         16 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Cmdr\Types\StatusEffect.lua                                                                                   | Lua          |         11 |          0 |          3 |         14 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Components\LungeHitbox.lua                                                                           | Lua          |         18 |          0 |          7 |         25 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Attack\Client\Jobs\HandleVFX.lua                                                    | Lua          |         18 |          0 |          8 |         26 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Attack\Client\init.lua                                                              | Lua          |         76 |          0 |         16 |         92 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Attack\Server\Combo\Component.lua                                                   | Lua          |         10 |          0 |          6 |         16 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Attack\Server\Combo\Update.lua                                                      | Lua          |         14 |          0 |          5 |         19 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Attack\Server\EndCombo.lua                                                          | Lua          |         97 |          1 |         26 |        124 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Attack\Server\Normal.lua                                                            | Lua          |        110 |          0 |         25 |        135 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Attack\Server\Slam.lua                                                              | Lua          |         97 |          3 |         28 |        128 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Attack\Server\Uppercut.lua                                                          | Lua          |         97 |          1 |         27 |        125 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Attack\Server\init.lua                                                              | Lua          |        124 |          1 |         28 |        153 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Block\Client\init.lua                                                               | Lua          |         51 |          0 |         12 |         63 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Block\Server\init.lua                                                               | Lua          |         95 |          1 |         19 |        115 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Dash\Client\VFX\Backward.lua                                                        | Lua          |         35 |          0 |         12 |         47 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Dash\Client\VFX\Forward.lua                                                         | Lua          |         41 |          0 |         13 |         54 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Dash\Client\VFX\MakeWindTrails.lua                                                  | Lua          |         25 |          0 |          8 |         33 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Dash\Client\VFX\PaintRocks.lua                                                      | Lua          |         21 |          0 |          6 |         27 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Dash\Client\VFX\Side.lua                                                            | Lua          |         26 |          0 |         10 |         36 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Dash\Client\init.lua                                                                | Lua          |        232 |          1 |         49 |        282 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Dash\Modules\DirectionConfig.lua                                                    | Lua          |         24 |          0 |          8 |         32 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\Dash\Server\init.lua                                                                | Lua          |        131 |          0 |         33 |        164 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\DefaultActionSet\init.lua                                                                            | Lua          |         13 |          0 |          5 |         18 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Cargo\Client\Jobs\HandleVFX.lua                                             | Lua          |         64 |          5 |         19 |         88 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Cargo\Client\init.lua                                                       | Lua          |         38 |         16 |         15 |         69 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Cargo\Meta.lua                                                              | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Cargo\Server\OnHit.lua                                                      | Lua          |        113 |         43 |         42 |        198 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Cargo\Server\init.lua                                                       | Lua          |        131 |         17 |         42 |        190 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Derail\Client\Jobs\HandleVFX.lua                                            | Lua          |         64 |          5 |         19 |         88 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Derail\Client\init.lua                                                      | Lua          |         38 |         16 |         15 |         69 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Derail\Meta.lua                                                             | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Derail\Server\OnHit.lua                                                     | Lua          |        113 |         43 |         43 |        199 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Derail\Server\init.lua                                                      | Lua          |        130 |         18 |         42 |        190 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\PachinkoTransformation\Client\Jobs\HandleVFX.lua                            | Lua          |         64 |          5 |         19 |         88 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\PachinkoTransformation\Client\init.lua                                      | Lua          |         38 |         16 |         15 |         69 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\PachinkoTransformation\Meta.lua                                             | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\PachinkoTransformation\Server\OnHit.lua                                     | Lua          |        113 |         43 |         43 |        199 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\PachinkoTransformation\Server\init.lua                                      | Lua          |        131 |         17 |         42 |        190 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Pursuit\Client\Jobs\HandleVFX.lua                                           | Lua          |         64 |          5 |         19 |         88 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Pursuit\Client\init.lua                                                     | Lua          |         38 |         16 |         15 |         69 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Pursuit\Meta.lua                                                            | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Pursuit\Server\OnHit.lua                                                    | Lua          |        113 |         43 |         43 |        199 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\Pursuit\Server\init.lua                                                     | Lua          |        131 |         17 |         42 |        190 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\AscendedActionSet\init.lua                                                                    | Lua          |         16 |          0 |          6 |         22 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\Components\Animations.lua                                                                     | Lua          |         20 |          0 |         10 |         30 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\Ascension\Client\Jobs\HandleVFX.lua                                           | Lua          |         68 |         10 |         23 |        101 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\Ascension\Client\init.lua                                                     | Lua          |         36 |         16 |         15 |         67 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\Ascension\Server\init.lua                                                     | Lua          |         71 |          9 |         25 |        105 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\DoorSlam\Client\Jobs\HandleVFX.lua                                            | Lua          |        144 |          0 |         30 |        174 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\DoorSlam\Client\init.lua                                                      | Lua          |         99 |          6 |         29 |        134 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\DoorSlam\Meta.lua                                                             | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\DoorSlam\Server\init.lua                                                      | Lua          |        131 |          0 |         47 |        178 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\FlashyLanding\Client\Jobs\HandleVFX.lua                                       | Lua          |         34 |          0 |         12 |         46 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\FlashyLanding\Client\init.lua                                                 | Lua          |         62 |          0 |         15 |         77 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\FlashyLanding\Meta.lua                                                        | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\FlashyLanding\Server\init.lua                                                 | Lua          |         67 |          1 |         27 |         95 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\PachinkoBarrage\Client\Jobs\HandleVFX.lua                                     | Lua          |         46 |          0 |         15 |         61 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\PachinkoBarrage\Client\init.lua                                               | Lua          |         99 |          6 |         29 |        134 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\PachinkoBarrage\Meta.lua                                                      | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\PachinkoBarrage\Server\init.lua                                               | Lua          |        112 |          1 |         39 |        152 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\Slots\Client\Jobs\HandleVFX.lua                                               | Lua          |        169 |          1 |         42 |        212 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\Slots\Client\init.lua                                                         | Lua          |         73 |          0 |         20 |         93 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\Slots\Meta.lua                                                                | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\Slots\Server\init.lua                                                         | Lua          |        153 |          8 |         45 |        206 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\NormalActionSet\init.lua                                                                      | Lua          |         17 |          0 |          6 |         23 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Hakari\init.lua                                                                                      | Lua          |          4 |          0 |          1 |          5 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Cargo\Client\Jobs\HandleVFX.lua                                           | Lua          |         64 |          5 |         19 |         88 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Cargo\Client\init.lua                                                     | Lua          |         38 |         16 |         15 |         69 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Cargo\Meta.lua                                                            | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Cargo\Server\OnHit.lua                                                    | Lua          |        113 |         43 |         43 |        199 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Cargo\Server\init.lua                                                     | Lua          |        131 |         17 |         42 |        190 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Derail\Client\Jobs\HandleVFX.lua                                          | Lua          |         64 |          5 |         19 |         88 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Derail\Client\init.lua                                                    | Lua          |         38 |         16 |         15 |         69 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Derail\Meta.lua                                                           | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Derail\Server\OnHit.lua                                                   | Lua          |        113 |         43 |         43 |        199 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Derail\Server\init.lua                                                    | Lua          |        130 |         18 |         42 |        190 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\PachinkoTransformation\Client\Jobs\HandleVFX.lua                          | Lua          |         64 |          5 |         19 |         88 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\PachinkoTransformation\Client\init.lua                                    | Lua          |         38 |         16 |         15 |         69 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\PachinkoTransformation\Meta.lua                                           | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\PachinkoTransformation\Server\OnHit.lua                                   | Lua          |        113 |         43 |         43 |        199 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\PachinkoTransformation\Server\init.lua                                    | Lua          |        131 |         17 |         42 |        190 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Pursuit\Client\Jobs\HandleVFX.lua                                         | Lua          |         64 |          5 |         19 |         88 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Pursuit\Client\init.lua                                                   | Lua          |         38 |         16 |         15 |         69 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Pursuit\Meta.lua                                                          | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Pursuit\Server\OnHit.lua                                                  | Lua          |        113 |         43 |         43 |        199 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\Pursuit\Server\init.lua                                                   | Lua          |        131 |         17 |         42 |        190 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\AscendedActionSet\init.lua                                                                  | Lua          |         16 |          0 |          6 |         22 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\Components\Animations.lua                                                                   | Lua          |         20 |          0 |         10 |         30 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\Ascension\Client\Jobs\HandleVFX.lua                                         | Lua          |         68 |         10 |         23 |        101 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\Ascension\Client\init.lua                                                   | Lua          |         36 |         16 |         15 |         67 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\Ascension\Server\init.lua                                                   | Lua          |         71 |          9 |         25 |        105 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\DoorSlam\Client\Jobs\HandleVFX.lua                                          | Lua          |         38 |          0 |         13 |         51 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\DoorSlam\Client\init.lua                                                    | Lua          |         62 |          0 |         15 |         77 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\DoorSlam\Meta.lua                                                           | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\DoorSlam\Server\init.lua                                                    | Lua          |         76 |          0 |         27 |        103 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\FlashyLanding\Client\Jobs\HandleVFX.lua                                     | Lua          |         34 |          0 |         12 |         46 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\FlashyLanding\Client\init.lua                                               | Lua          |         62 |          0 |         15 |         77 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\FlashyLanding\Meta.lua                                                      | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\FlashyLanding\Server\init.lua                                               | Lua          |         67 |          1 |         27 |         95 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\PachinkoBarrage\Client\Jobs\HandleVFX.lua                                   | Lua          |         46 |          0 |         15 |         61 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\PachinkoBarrage\Client\init.lua                                             | Lua          |         62 |          0 |         15 |         77 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\PachinkoBarrage\Meta.lua                                                    | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\PachinkoBarrage\Server\init.lua                                             | Lua          |         88 |          1 |         30 |        119 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\Slots\Client\Jobs\HandleVFX.lua                                             | Lua          |         38 |          0 |         13 |         51 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\Slots\Client\init.lua                                                       | Lua          |         62 |          0 |         15 |         77 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\Slots\Meta.lua                                                              | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\Slots\Server\init.lua                                                       | Lua          |         74 |          1 |         27 |        102 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\NormalActionSet\init.lua                                                                    | Lua          |         17 |          0 |          6 |         23 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Higaruma\init.lua                                                                                    | Lua          |          4 |          0 |          1 |          5 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Jobs\UpdateLungeHitbox.lua                                                                           | Lua          |         28 |          0 |         10 |         38 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\Activation\Client\Jobs\HandleVFX.lua                                       | Lua          |         43 |          0 |         15 |         58 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\Activation\Client\init.lua                                                 | Lua          |         32 |          4 |         11 |         47 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\Activation\Server\init.lua                                                 | Lua          |        121 |          4 |         35 |        160 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\Catatumbo\Client\Jobs\HandleVFX.lua                                        | Lua          |         98 |          0 |         25 |        123 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\Catatumbo\Client\init.lua                                                  | Lua          |         56 |          0 |         15 |         71 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\Catatumbo\Meta.lua                                                         | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\Catatumbo\Server\init.lua                                                  | Lua          |        141 |          3 |         41 |        185 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\LightningAura\Client\Jobs\HandleVFX.lua                                    | Lua          |         73 |          3 |         27 |        103 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\LightningAura\Client\init.lua                                              | Lua          |         56 |          0 |         15 |         71 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\LightningAura\Meta.lua                                                     | Lua          |          3 |          0 |          1 |          4 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\LightningAura\Server\init.lua                                              | Lua          |        183 |         15 |         45 |        243 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\LightningUppercut\Client\Jobs\HandleVFX.lua                                | Lua          |         93 |          0 |         29 |        122 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\LightningUppercut\Client\init.lua                                          | Lua          |         54 |          0 |         14 |         68 |
| c:\Users\colin\OneDrive\Documents\Projects\JJKBattlegrounds\src\Server\Fighters\Kashimo\AscendedActionSet\LightningUppercut\Meta.lua                                                 | Lua          |          3 |          0 |          1 |          4 |
